YM,YEAR,REGION,DRUG,ITEMS,COST
202411,2024,EAST OF ENGLAND,Trimipramine maleate,118,31174.299999999992
202412,2024,EAST OF ENGLAND,Trimipramine maleate,123,33502.590000000004
202101,2021,LONDON,Trimipramine maleate,308,133915.69000000003
202102,2021,LONDON,Trimipramine maleate,311,126398.05
202103,2021,LONDON,Trimipramine maleate,355,152990.05000000002
202104,2021,LONDON,Trimipramine maleate,301,127621.29999999999
202105,2021,LONDON,Trimipramine maleate,311,131937.03999999998
202106,2021,LONDON,Trimipramine maleate,322,134445.65
202107,2021,LONDON,Trimipramine maleate,334,142579.36
202108,2021,LONDON,Trimipramine maleate,281,114193.58999999998
202109,2021,LONDON,Trimipramine maleate,318,137417.34000000003
202110,2021,LONDON,Trimipramine maleate,299,117752.35
202111,2021,LONDON,Trimipramine maleate,302,129768.01000000001
202112,2021,LONDON,Trimipramine maleate,273,120947.31
202201,2022,LONDON,Trimipramine maleate,301,118287.45
202202,2022,LONDON,Trimipramine maleate,251,105261.81999999999
202203,2022,LONDON,Trimipramine maleate,306,128708.55999999998
202204,2022,LONDON,Trimipramine maleate,258,108335.18999999999
202205,2022,LONDON,Trimipramine maleate,313,133195.25
202206,2022,LONDON,Trimipramine maleate,264,112543.04999999997
202207,2022,LONDON,Trimipramine maleate,278,115141.37
202208,2022,LONDON,Trimipramine maleate,284,118136.69
202209,2022,LONDON,Trimipramine maleate,278,117146.20999999999
202210,2022,LONDON,Trimipramine maleate,270,112377.03
202211,2022,LONDON,Trimipramine maleate,274,111166.68000000001
202212,2022,LONDON,Trimipramine maleate,273,111879.77
202301,2023,LONDON,Trimipramine maleate,280,115644.37999999999
202302,2023,LONDON,Trimipramine maleate,278,110431.94
202303,2023,LONDON,Trimipramine maleate,290,115475.16999999998
202304,2023,LONDON,Trimipramine maleate,279,102578.03000000003
202305,2023,LONDON,Trimipramine maleate,286,115406.77000000002
202306,2023,LONDON,Trimipramine maleate,268,99960.70000000003
202307,2023,LONDON,Trimipramine maleate,242,109901.89999999998
202308,2023,LONDON,Trimipramine maleate,254,111788.93000000002
202309,2023,LONDON,Trimipramine maleate,252,102558.51999999999
202310,2023,LONDON,Trimipramine maleate,276,114091.11000000002
202311,2023,LONDON,Trimipramine maleate,265,110089.84000000001
202312,2023,LONDON,Trimipramine maleate,258,96048.76999999999
202401,2024,LONDON,Trimipramine maleate,284,104437.48999999998
202402,2024,LONDON,Trimipramine maleate,243,94306.26000000002
202403,2024,LONDON,Trimipramine maleate,251,101828.19000000002
202404,2024,LONDON,Trimipramine maleate,231,90086.07999999996
202405,2024,LONDON,Trimipramine maleate,258,90183.20999999999
202406,2024,LONDON,Trimipramine maleate,279,102190.95999999995
202407,2024,LONDON,Trimipramine maleate,232,71522.76
202408,2024,LONDON,Trimipramine maleate,263,82972.09999999998
202409,2024,LONDON,Trimipramine maleate,243,77016.04999999999
202410,2024,LONDON,Trimipramine maleate,235,64533.32000000001
202411,2024,LONDON,Trimipramine maleate,226,58065.50000000004
202412,2024,LONDON,Trimipramine maleate,219,58844.19000000004
202101,2021,MIDLANDS,Trimipramine maleate,244,91587.98000000001
202102,2021,MIDLANDS,Trimipramine maleate,234,96321.75
202103,2021,MIDLANDS,Trimipramine maleate,253,99872.88999999998
202104,2021,MIDLANDS,Trimipramine maleate,232,93993.04000000001
202105,2021,MIDLANDS,Trimipramine maleate,235,93567.99000000002
202106,2021,MIDLANDS,Trimipramine maleate,237,98199.44999999997
202107,2021,MIDLANDS,Trimipramine maleate,262,106729.52999999996
202108,2021,MIDLANDS,Trimipramine maleate,244,97857.12999999999
202109,2021,MIDLANDS,Trimipramine maleate,241,97298.48999999999
202110,2021,MIDLANDS,Trimipramine maleate,235,94756.8
202111,2021,MIDLANDS,Trimipramine maleate,212,89668.09999999999
202112,2021,MIDLANDS,Trimipramine maleate,253,103048.40999999997
202201,2022,MIDLANDS,Trimipramine maleate,223,89331.61
202202,2022,MIDLANDS,Trimipramine maleate,216,88880.20999999998
202203,2022,MIDLANDS,Trimipramine maleate,229,91714.93999999999
202204,2022,MIDLANDS,Trimipramine maleate,231,93595.79999999997
202205,2022,MIDLANDS,Trimipramine maleate,213,86317.13
202206,2022,MIDLANDS,Trimipramine maleate,230,94919.62999999999
202207,2022,MIDLANDS,Trimipramine maleate,211,89670.50999999998
202208,2022,MIDLANDS,Trimipramine maleate,215,80312.59999999999
202209,2022,MIDLANDS,Trimipramine maleate,223,88379.72999999998
202210,2022,MIDLANDS,Trimipramine maleate,205,78053.47
202211,2022,MIDLANDS,Trimipramine maleate,233,91896.80000000002
202212,2022,MIDLANDS,Trimipramine maleate,215,83504.17000000001
202301,2023,MIDLANDS,Trimipramine maleate,198,81948.41999999998
202302,2023,MIDLANDS,Trimipramine maleate,222,82355.08999999998
202303,2023,MIDLANDS,Trimipramine maleate,194,77033.09999999999
202304,2023,MIDLANDS,Trimipramine maleate,173,73231.87999999999
202305,2023,MIDLANDS,Trimipramine maleate,171,77762.55000000002
202306,2023,MIDLANDS,Trimipramine maleate,189,77163.54000000001
202307,2023,MIDLANDS,Trimipramine maleate,162,69682.58000000002
202308,2023,MIDLANDS,Trimipramine maleate,162,73175.18000000001
202309,2023,MIDLANDS,Trimipramine maleate,162,65840.29999999999
202310,2023,MIDLANDS,Trimipramine maleate,172,71305.52000000002
202311,2023,MIDLANDS,Trimipramine maleate,155,65064.32
202312,2023,MIDLANDS,Trimipramine maleate,149,65669.15
202401,2024,MIDLANDS,Trimipramine maleate,151,61581.9
202402,2024,MIDLANDS,Trimipramine maleate,146,66159.37000000001
202403,2024,MIDLANDS,Trimipramine maleate,174,61572.76
202404,2024,MIDLANDS,Trimipramine maleate,152,56144.67999999997
202405,2024,MIDLANDS,Trimipramine maleate,143,56477.16999999997
202406,2024,MIDLANDS,Trimipramine maleate,138,51509.87999999997
202407,2024,MIDLANDS,Trimipramine maleate,140,47791.079999999994
202408,2024,MIDLANDS,Trimipramine maleate,150,48039.279999999984
202409,2024,MIDLANDS,Trimipramine maleate,149,46025.57999999998
202410,2024,MIDLANDS,Trimipramine maleate,135,34948.80000000001
202411,2024,MIDLANDS,Trimipramine maleate,147,36561.840000000004
202412,2024,MIDLANDS,Trimipramine maleate,159,35249.13000000001
202101,2021,NORTH EAST AND YORKSHIRE,Trimipramine maleate,303,96803.27
202102,2021,NORTH EAST AND YORKSHIRE,Trimipramine maleate,295,91769.24
202103,2021,NORTH EAST AND YORKSHIRE,Trimipramine maleate,320,104293.86000000002
202104,2021,NORTH EAST AND YORKSHIRE,Trimipramine maleate,303,98164.72000000002
202105,2021,NORTH EAST AND YORKSHIRE,Trimipramine maleate,263,84071.73
202106,2021,NORTH EAST AND YORKSHIRE,Trimipramine maleate,290,88891.95000000001
202107,2021,NORTH EAST AND YORKSHIRE,Trimipramine maleate,287,96483.45000000001
202108,2021,NORTH EAST AND YORKSHIRE,Trimipramine maleate,305,85270.47999999998
202109,2021,NORTH EAST AND YORKSHIRE,Trimipramine maleate,285,89161.31
202110,2021,NORTH EAST AND YORKSHIRE,Trimipramine maleate,261,84261.06000000001
202111,2021,NORTH EAST AND YORKSHIRE,Trimipramine maleate,291,90994.51000000001
202112,2021,NORTH EAST AND YORKSHIRE,Trimipramine maleate,288,89169.3
202201,2022,NORTH EAST AND YORKSHIRE,Trimipramine maleate,276,85909.79999999999
202202,2022,NORTH EAST AND YORKSHIRE,Trimipramine maleate,240,73774.41
202203,2022,NORTH EAST AND YORKSHIRE,Trimipramine maleate,290,102269.36000000002
202204,2022,NORTH EAST AND YORKSHIRE,Trimipramine maleate,239,77526.27999999997
202205,2022,NORTH EAST AND YORKSHIRE,Trimipramine maleate,237,77502.06999999998
202206,2022,NORTH EAST AND YORKSHIRE,Trimipramine maleate,251,77745.40999999999
202207,2022,NORTH EAST AND YORKSHIRE,Trimipramine maleate,233,74219.64999999998
202208,2022,NORTH EAST AND YORKSHIRE,Trimipramine maleate,243,81175.29
202209,2022,NORTH EAST AND YORKSHIRE,Trimipramine maleate,232,79816.09000000001
202210,2022,NORTH EAST AND YORKSHIRE,Trimipramine maleate,227,76692.33
202211,2022,NORTH EAST AND YORKSHIRE,Trimipramine maleate,248,86664.77999999998
202212,2022,NORTH EAST AND YORKSHIRE,Trimipramine maleate,237,78828.60999999999
202301,2023,NORTH EAST AND YORKSHIRE,Trimipramine maleate,243,77188.13999999998
202302,2023,NORTH EAST AND YORKSHIRE,Trimipramine maleate,206,64312.16999999999
202303,2023,NORTH EAST AND YORKSHIRE,Trimipramine maleate,261,79251.65000000002
202304,2023,NORTH EAST AND YORKSHIRE,Trimipramine maleate,218,62797.37
202305,2023,NORTH EAST AND YORKSHIRE,Trimipramine maleate,238,73615.19000000002
202306,2023,NORTH EAST AND YORKSHIRE,Trimipramine maleate,213,57904.32
202307,2023,NORTH EAST AND YORKSHIRE,Trimipramine maleate,236,72368.24
202308,2023,NORTH EAST AND YORKSHIRE,Trimipramine maleate,213,60413.85
202309,2023,NORTH EAST AND YORKSHIRE,Trimipramine maleate,222,60905.35999999998
202310,2023,NORTH EAST AND YORKSHIRE,Trimipramine maleate,241,75487.31000000001
202311,2023,NORTH EAST AND YORKSHIRE,Trimipramine maleate,225,61769.749999999985
202312,2023,NORTH EAST AND YORKSHIRE,Trimipramine maleate,222,63547.99000000001
202401,2024,NORTH EAST AND YORKSHIRE,Trimipramine maleate,235,63285.340000000004
202402,2024,NORTH EAST AND YORKSHIRE,Trimipramine maleate,195,54027.11000000001
202403,2024,NORTH EAST AND YORKSHIRE,Trimipramine maleate,198,54764.439999999995
202404,2024,NORTH EAST AND YORKSHIRE,Trimipramine maleate,206,51590.82999999998
202405,2024,NORTH EAST AND YORKSHIRE,Trimipramine maleate,207,52302.93999999997
202406,2024,NORTH EAST AND YORKSHIRE,Trimipramine maleate,194,51586.109999999986
202407,2024,NORTH EAST AND YORKSHIRE,Trimipramine maleate,204,46864.49999999998
202408,2024,NORTH EAST AND YORKSHIRE,Trimipramine maleate,182,43030.52999999997
202409,2024,NORTH EAST AND YORKSHIRE,Trimipramine maleate,221,44617.28999999997
202410,2024,NORTH EAST AND YORKSHIRE,Trimipramine maleate,235,35301.59999999999
202411,2024,NORTH EAST AND YORKSHIRE,Trimipramine maleate,213,35100.03
202412,2024,NORTH EAST AND YORKSHIRE,Trimipramine maleate,242,36781.97000000001
202101,2021,NORTH WEST,Trimipramine maleate,172,66516.40000000001
202102,2021,NORTH WEST,Trimipramine maleate,164,67259.11
202103,2021,NORTH WEST,Trimipramine maleate,177,67173.55
202104,2021,NORTH WEST,Trimipramine maleate,174,64410.700000000004
202105,2021,NORTH WEST,Trimipramine maleate,173,65226.05
202106,2021,NORTH WEST,Trimipramine maleate,180,67205.43
202107,2021,NORTH WEST,Trimipramine maleate,173,64573.09
202108,2021,NORTH WEST,Trimipramine maleate,164,63325.95999999999
202109,2021,NORTH WEST,Trimipramine maleate,158,59521.670000000006
202110,2021,NORTH WEST,Trimipramine maleate,163,61508.06
202111,2021,NORTH WEST,Trimipramine maleate,156,60060.44
202112,2021,NORTH WEST,Trimipramine maleate,183,70739.05
202201,2022,NORTH WEST,Trimipramine maleate,141,61366.09
202202,2022,NORTH WEST,Trimipramine maleate,160,52082.62
202203,2022,NORTH WEST,Trimipramine maleate,164,64545.840000000004
202204,2022,NORTH WEST,Trimipramine maleate,155,58601.460000000014
202205,2022,NORTH WEST,Trimipramine maleate,150,54431.71
202206,2022,NORTH WEST,Trimipramine maleate,158,54805.44
202207,2022,NORTH WEST,Trimipramine maleate,134,43135.8
202208,2022,NORTH WEST,Trimipramine maleate,164,59501.2
202209,2022,NORTH WEST,Trimipramine maleate,167,54451.57
202210,2022,NORTH WEST,Trimipramine maleate,139,47196.090000000004
202211,2022,NORTH WEST,Trimipramine maleate,150,54695.79
202212,2022,NORTH WEST,Trimipramine maleate,140,50093.2
202301,2023,NORTH WEST,Trimipramine maleate,133,49350.56
202302,2023,NORTH WEST,Trimipramine maleate,135,45309.16
202303,2023,NORTH WEST,Trimipramine maleate,120,47892.39
202304,2023,NORTH WEST,Trimipramine maleate,107,41938.380000000005
202305,2023,NORTH WEST,Trimipramine maleate,118,48387.07000000001
202306,2023,NORTH WEST,Trimipramine maleate,120,45029.88
202307,2023,NORTH WEST,Trimipramine maleate,119,47161.950000000004
202308,2023,NORTH WEST,Trimipramine maleate,109,43233.71
202309,2023,NORTH WEST,Trimipramine maleate,113,40000.63
202310,2023,NORTH WEST,Trimipramine maleate,99,38116.52
202311,2023,NORTH WEST,Trimipramine maleate,109,38897.42
202312,2023,NORTH WEST,Trimipramine maleate,102,36839.08
202401,2024,NORTH WEST,Trimipramine maleate,111,43126.16000000001
202402,2024,NORTH WEST,Trimipramine maleate,103,36068.13000000001
202403,2024,NORTH WEST,Trimipramine maleate,106,37306.030000000006
202404,2024,NORTH WEST,Trimipramine maleate,113,37843.069999999985
202405,2024,NORTH WEST,Trimipramine maleate,106,36199.21999999999
202406,2024,NORTH WEST,Trimipramine maleate,106,31482.65999999999
202407,2024,NORTH WEST,Trimipramine maleate,101,27066.769999999986
202408,2024,NORTH WEST,Trimipramine maleate,113,31560.60999999999
202409,2024,NORTH WEST,Trimipramine maleate,95,25717.850000000002
202410,2024,NORTH WEST,Trimipramine maleate,101,20538.719999999994
202411,2024,NORTH WEST,Trimipramine maleate,84,16971.269999999997
202412,2024,NORTH WEST,Trimipramine maleate,102,21245.66999999999
202101,2021,SOUTH EAST,Trimipramine maleate,402,163293.35000000003
202102,2021,SOUTH EAST,Trimipramine maleate,369,154281.37000000002
202103,2021,SOUTH EAST,Trimipramine maleate,407,164914.2
202104,2021,SOUTH EAST,Trimipramine maleate,413,173866.38999999996
202105,2021,SOUTH EAST,Trimipramine maleate,357,142564.50999999998
202106,2021,SOUTH EAST,Trimipramine maleate,379,162185.41999999993
202107,2021,SOUTH EAST,Trimipramine maleate,369,145183.79999999993
202108,2021,SOUTH EAST,Trimipramine maleate,351,148153.33999999997
202109,2021,SOUTH EAST,Trimipramine maleate,344,147490.2599999999
202110,2021,SOUTH EAST,Trimipramine maleate,359,150106.71999999994
202111,2021,SOUTH EAST,Trimipramine maleate,353,154436.83999999994
202112,2021,SOUTH EAST,Trimipramine maleate,376,160242.12999999998
202201,2022,SOUTH EAST,Trimipramine maleate,337,141344.93
202202,2022,SOUTH EAST,Trimipramine maleate,312,130273.47999999998
202203,2022,SOUTH EAST,Trimipramine maleate,342,144732.59999999992
202204,2022,SOUTH EAST,Trimipramine maleate,343,148969.86999999997
202205,2022,SOUTH EAST,Trimipramine maleate,332,135742.29999999993
202206,2022,SOUTH EAST,Trimipramine maleate,343,141684.76999999996
202207,2022,SOUTH EAST,Trimipramine maleate,319,132544.61
202208,2022,SOUTH EAST,Trimipramine maleate,337,141407.9699999999
202209,2022,SOUTH EAST,Trimipramine maleate,300,127139.88999999998
202210,2022,SOUTH EAST,Trimipramine maleate,287,121244.15999999996
202211,2022,SOUTH EAST,Trimipramine maleate,311,136444.44999999992
202212,2022,SOUTH EAST,Trimipramine maleate,292,119416.73000000001
202301,2023,SOUTH EAST,Trimipramine maleate,309,138760.20999999996
202302,2023,SOUTH EAST,Trimipramine maleate,266,119804.00999999997
202303,2023,SOUTH EAST,Trimipramine maleate,303,123784.24999999997
202304,2023,SOUTH EAST,Trimipramine maleate,289,125399.53999999996
202305,2023,SOUTH EAST,Trimipramine maleate,260,116466.34
202306,2023,SOUTH EAST,Trimipramine maleate,288,132141.84999999998
202307,2023,SOUTH EAST,Trimipramine maleate,289,124713.61999999995
202308,2023,SOUTH EAST,Trimipramine maleate,270,124404.74
202309,2023,SOUTH EAST,Trimipramine maleate,245,110566.63999999996
202310,2023,SOUTH EAST,Trimipramine maleate,255,118520.18999999997
202311,2023,SOUTH EAST,Trimipramine maleate,253,109797.66999999997
202312,2023,SOUTH EAST,Trimipramine maleate,252,110489.82999999996
202401,2024,SOUTH EAST,Trimipramine maleate,282,118968.74999999999
202402,2024,SOUTH EAST,Trimipramine maleate,239,108657.29
202403,2024,SOUTH EAST,Trimipramine maleate,235,101155.54
202404,2024,SOUTH EAST,Trimipramine maleate,236,101899.12000000002
202405,2024,SOUTH EAST,Trimipramine maleate,254,104031.94000000002
202406,2024,SOUTH EAST,Trimipramine maleate,200,90945.56000000001
202407,2024,SOUTH EAST,Trimipramine maleate,266,92582.92999999993
202408,2024,SOUTH EAST,Trimipramine maleate,217,78819.97
202409,2024,SOUTH EAST,Trimipramine maleate,224,83083.64999999997
202410,2024,SOUTH EAST,Trimipramine maleate,240,72243.95000000003
202411,2024,SOUTH EAST,Trimipramine maleate,215,67343.08000000003
202412,2024,SOUTH EAST,Trimipramine maleate,228,71437.34000000004
202101,2021,SOUTH WEST,Trimipramine maleate,155,61913.08
202102,2021,SOUTH WEST,Trimipramine maleate,136,57921.74999999999
202103,2021,SOUTH WEST,Trimipramine maleate,152,63465.3
202104,2021,SOUTH WEST,Trimipramine maleate,153,56024.79000000001
202105,2021,SOUTH WEST,Trimipramine maleate,140,54403.04
202106,2021,SOUTH WEST,Trimipramine maleate,160,63003.530000000006
202107,2021,SOUTH WEST,Trimipramine maleate,158,59701.62
202108,2021,SOUTH WEST,Trimipramine maleate,130,53830.770000000004
202109,2021,SOUTH WEST,Trimipramine maleate,133,49982.360000000015
202110,2021,SOUTH WEST,Trimipramine maleate,135,52030.100000000006
202111,2021,SOUTH WEST,Trimipramine maleate,126,49923.560000000005
202112,2021,SOUTH WEST,Trimipramine maleate,157,59314.840000000004
202201,2022,SOUTH WEST,Trimipramine maleate,135,50933.90000000001
202202,2022,SOUTH WEST,Trimipramine maleate,141,52600.18
202203,2022,SOUTH WEST,Trimipramine maleate,139,52338.939999999995
202204,2022,SOUTH WEST,Trimipramine maleate,125,51960.11000000001
202205,2022,SOUTH WEST,Trimipramine maleate,149,57910.73
202206,2022,SOUTH WEST,Trimipramine maleate,134,50417.97
202207,2022,SOUTH WEST,Trimipramine maleate,132,46639.50000000001
202208,2022,SOUTH WEST,Trimipramine maleate,135,49913.02000000001
202209,2022,SOUTH WEST,Trimipramine maleate,135,47172.26000000001
202210,2022,SOUTH WEST,Trimipramine maleate,138,47910.90000000001
202211,2022,SOUTH WEST,Trimipramine maleate,137,48999.18000000001
202212,2022,SOUTH WEST,Trimipramine maleate,133,51279.020000000004
202301,2023,SOUTH WEST,Trimipramine maleate,131,46666.19000000001
202302,2023,SOUTH WEST,Trimipramine maleate,123,42859.159999999996
202303,2023,SOUTH WEST,Trimipramine maleate,118,41634.719999999994
202304,2023,SOUTH WEST,Trimipramine maleate,140,50621.719999999994
202305,2023,SOUTH WEST,Trimipramine maleate,114,38119.369999999995
202306,2023,SOUTH WEST,Trimipramine maleate,127,45255.27
202307,2023,SOUTH WEST,Trimipramine maleate,110,41619.73000000001
202308,2023,SOUTH WEST,Trimipramine maleate,137,43666.00000000001
202309,2023,SOUTH WEST,Trimipramine maleate,111,40558.88
202310,2023,SOUTH WEST,Trimipramine maleate,134,46553.61000000001
202311,2023,SOUTH WEST,Trimipramine maleate,122,41439.490000000005
202312,2023,SOUTH WEST,Trimipramine maleate,109,35692.740000000005
202401,2024,SOUTH WEST,Trimipramine maleate,107,37983.04
202402,2024,SOUTH WEST,Trimipramine maleate,116,40466.71
202403,2024,SOUTH WEST,Trimipramine maleate,92,34135.8
202404,2024,SOUTH WEST,Trimipramine maleate,121,39671.179999999986
202405,2024,SOUTH WEST,Trimipramine maleate,107,33639.57999999999
202406,2024,SOUTH WEST,Trimipramine maleate,106,31609.14999999999
202407,2024,SOUTH WEST,Trimipramine maleate,122,33564.78999999999
202408,2024,SOUTH WEST,Trimipramine maleate,126,31511.809999999987
202409,2024,SOUTH WEST,Trimipramine maleate,97,26000.67999999999
202410,2024,SOUTH WEST,Trimipramine maleate,111,24124.14
202411,2024,SOUTH WEST,Trimipramine maleate,104,22191.879999999986
202412,2024,SOUTH WEST,Trimipramine maleate,108,20159.67
202101,2021,EAST OF ENGLAND,Tryptophan,6,1048.78
202102,2021,EAST OF ENGLAND,Tryptophan,5,1228.0200000000002
202103,2021,EAST OF ENGLAND,Tryptophan,7,1210.4099999999999
202104,2021,EAST OF ENGLAND,Tryptophan,10,1281.2
202105,2021,EAST OF ENGLAND,Tryptophan,2,399.88
202106,2021,EAST OF ENGLAND,Tryptophan,5,209.3
202107,2021,EAST OF ENGLAND,Tryptophan,6,1712.78
202108,2021,EAST OF ENGLAND,Tryptophan,5,927.9300000000001
202109,2021,EAST OF ENGLAND,Tryptophan,5,438
202110,2021,EAST OF ENGLAND,Tryptophan,2,523.88
202111,2021,EAST OF ENGLAND,Tryptophan,5,1640.7
202112,2021,EAST OF ENGLAND,Tryptophan,4,1054.78
202201,2022,EAST OF ENGLAND,Tryptophan,4,559.5600000000001
202202,2022,EAST OF ENGLAND,Tryptophan,2,810.36
202203,2022,EAST OF ENGLAND,Tryptophan,8,2495.48
202204,2022,EAST OF ENGLAND,Tryptophan,8,1508.68
202205,2022,EAST OF ENGLAND,Tryptophan,11,2097.62
202206,2022,EAST OF ENGLAND,Tryptophan,3,482.84
202207,2022,EAST OF ENGLAND,Tryptophan,5,1421.0900000000001
202208,2022,EAST OF ENGLAND,Tryptophan,1,425.44
202209,2022,EAST OF ENGLAND,Tryptophan,4,505.84000000000003
202210,2022,EAST OF ENGLAND,Tryptophan,3,864.88
202211,2022,EAST OF ENGLAND,Tryptophan,10,2447.7200000000003
202212,2022,EAST OF ENGLAND,Tryptophan,3,1113.44
202301,2023,EAST OF ENGLAND,Tryptophan,3,1113.44
202302,2023,EAST OF ENGLAND,Tryptophan,4,1558.5600000000002
202303,2023,EAST OF ENGLAND,Tryptophan,2,893.44
202304,2023,EAST OF ENGLAND,Tryptophan,6,2007.44
202305,2023,EAST OF ENGLAND,Tryptophan,12,2420.84
202306,2023,EAST OF ENGLAND,Tryptophan,5,1622.66
202307,2023,EAST OF ENGLAND,Tryptophan,5,1997.82
202308,2023,EAST OF ENGLAND,Tryptophan,5,1184.44
202309,2023,EAST OF ENGLAND,Tryptophan,5,434
202310,2023,EAST OF ENGLAND,Tryptophan,7,532
202311,2023,EAST OF ENGLAND,Tryptophan,11,1386
202312,2023,EAST OF ENGLAND,Tryptophan,6,518
202401,2024,EAST OF ENGLAND,Tryptophan,7,616
202402,2024,EAST OF ENGLAND,Tryptophan,5,546
202403,2024,EAST OF ENGLAND,Tryptophan,7,532
202404,2024,EAST OF ENGLAND,Tryptophan,7,518
202405,2024,EAST OF ENGLAND,Tryptophan,6,476
202406,2024,EAST OF ENGLAND,Tryptophan,6,565.11
202407,2024,EAST OF ENGLAND,Tryptophan,6,519.29
202408,2024,EAST OF ENGLAND,Tryptophan,6,565.11
202409,2024,EAST OF ENGLAND,Tryptophan,9,931.67
202410,2024,EAST OF ENGLAND,Tryptophan,6,519.2900000000001
202411,2024,EAST OF ENGLAND,Tryptophan,7,656.75
202412,2024,EAST OF ENGLAND,Tryptophan,5,504.02
202101,2021,LONDON,Tryptophan,26,1288.88
202102,2021,LONDON,Tryptophan,13,1927.78
202103,2021,LONDON,Tryptophan,13,776.71
202104,2021,LONDON,Tryptophan,12,239.99999999999997
202105,2021,LONDON,Tryptophan,13,266
202106,2021,LONDON,Tryptophan,23,2321
202107,2021,LONDON,Tryptophan,15,1812.8
202108,2021,LONDON,Tryptophan,7,1108.8000000000002
202109,2021,LONDON,Tryptophan,11,526.8599999999999
202110,2021,LONDON,Tryptophan,8,1016.8
202111,2021,LONDON,Tryptophan,17,3395.06
202112,2021,LONDON,Tryptophan,9,408.9200000000001
202201,2022,LONDON,Tryptophan,5,89.6
202202,2022,LONDON,Tryptophan,12,2283.1200000000003
202203,2022,LONDON,Tryptophan,10,831.6
202204,2022,LONDON,Tryptophan,8,1188.8
202205,2022,LONDON,Tryptophan,12,814.98
202206,2022,LONDON,Tryptophan,11,1156.4
202207,2022,LONDON,Tryptophan,6,448
202208,2022,LONDON,Tryptophan,10,1442
202209,2022,LONDON,Tryptophan,6,336
202210,2022,LONDON,Tryptophan,8,1022
202211,2022,LONDON,Tryptophan,10,1388
202212,2022,LONDON,Tryptophan,8,1033.5
202301,2023,LONDON,Tryptophan,18,1125.6
202302,2023,LONDON,Tryptophan,7,980.14
202303,2023,LONDON,Tryptophan,10,627.5
202304,2023,LONDON,Tryptophan,6,464
202305,2023,LONDON,Tryptophan,4,1346
202306,2023,LONDON,Tryptophan,5,296
202307,2023,LONDON,Tryptophan,11,896
202308,2023,LONDON,Tryptophan,7,602
202309,2023,LONDON,Tryptophan,8,476
202310,2023,LONDON,Tryptophan,12,1024
202311,2023,LONDON,Tryptophan,14,650.2
202312,2023,LONDON,Tryptophan,12,2312
202401,2024,LONDON,Tryptophan,10,616
202402,2024,LONDON,Tryptophan,7,828
202403,2024,LONDON,Tryptophan,13,632
202404,2024,LONDON,Tryptophan,17,1190
202405,2024,LONDON,Tryptophan,9,828
202406,2024,LONDON,Tryptophan,19,1023.3399999999999
202407,2024,LONDON,Tryptophan,8,964.42
202408,2024,LONDON,Tryptophan,7,549.86
202409,2024,LONDON,Tryptophan,6,549.8499999999999
202410,2024,LONDON,Tryptophan,9,964.4199999999998
202411,2024,LONDON,Tryptophan,7,641.49
202412,2024,LONDON,Tryptophan,6,750.5899999999999
202101,2021,MIDLANDS,Tryptophan,16,1144.32
202102,2021,MIDLANDS,Tryptophan,13,737.1800000000001
202103,2021,MIDLANDS,Tryptophan,14,751.29
202104,2021,MIDLANDS,Tryptophan,17,1119.4
202105,2021,MIDLANDS,Tryptophan,22,2016.48
202106,2021,MIDLANDS,Tryptophan,14,1117.3200000000002
202107,2021,MIDLANDS,Tryptophan,17,1890.92
202108,2021,MIDLANDS,Tryptophan,14,1384.12
202109,2021,MIDLANDS,Tryptophan,9,1022.12
202110,2021,MIDLANDS,Tryptophan,13,976.92
202111,2021,MIDLANDS,Tryptophan,13,1181.44
202112,2021,MIDLANDS,Tryptophan,8,616.78
202201,2022,MIDLANDS,Tryptophan,11,1465.4
202202,2022,MIDLANDS,Tryptophan,9,1079.8400000000001
202203,2022,MIDLANDS,Tryptophan,17,1463.1599999999999
202204,2022,MIDLANDS,Tryptophan,4,588.4300000000001
202205,2022,MIDLANDS,Tryptophan,8,1121.94
202206,2022,MIDLANDS,Tryptophan,15,1351.55
202207,2022,MIDLANDS,Tryptophan,15,1105.63
202208,2022,MIDLANDS,Tryptophan,6,625.63
202209,2022,MIDLANDS,Tryptophan,12,915.42
202210,2022,MIDLANDS,Tryptophan,7,1033.22
202211,2022,MIDLANDS,Tryptophan,8,1101.17
202212,2022,MIDLANDS,Tryptophan,7,909.81
202301,2023,MIDLANDS,Tryptophan,8,1798.6100000000001
202302,2023,MIDLANDS,Tryptophan,11,1868.0499999999997
202303,2023,MIDLANDS,Tryptophan,8,2069.21
202304,2023,MIDLANDS,Tryptophan,8,1154
202305,2023,MIDLANDS,Tryptophan,6,888.95
202306,2023,MIDLANDS,Tryptophan,11,1112.57
202307,2023,MIDLANDS,Tryptophan,14,980
202308,2023,MIDLANDS,Tryptophan,5,364
202309,2023,MIDLANDS,Tryptophan,9,728
202310,2023,MIDLANDS,Tryptophan,9,1389.18
202311,2023,MIDLANDS,Tryptophan,10,812
202312,2023,MIDLANDS,Tryptophan,16,2725.07
202401,2024,MIDLANDS,Tryptophan,12,896
202402,2024,MIDLANDS,Tryptophan,16,1428
202403,2024,MIDLANDS,Tryptophan,19,1358
202404,2024,MIDLANDS,Tryptophan,14,1162
202405,2024,MIDLANDS,Tryptophan,13,1162
202406,2024,MIDLANDS,Tryptophan,12,1221.87
202407,2024,MIDLANDS,Tryptophan,11,733.13
202408,2024,MIDLANDS,Tryptophan,15,1452.6
